"","taxa_id","Kingdom","Phylum","Class","Orders","Family","Genus","Species","common_name","RecordsWithDenominators","NeoplasiaWithDenominators","NeoplasiaPrevalence","X.","MalignancyKnown","Malignant","MalignancyPrevalence","PropMalignant","Benign","BenignPrevalence","PropBenign","X..","RecordsFromAllSources","NeoplasiaFromAllSources","Necropsies","X.Sources","SE_simple","female_maturity","male_maturity","Gestation","Weaning","Infancy","litter_size","litters_year","interbirth_interval","birth_weight","weaning_weight","adult_weight","growth_rate","max_longevity","metabolic_rate"
"2756",1695,"Animalia","Chordata","Mammalia","Rodentia","Caviidae","Dolichotis","Dolichotis patagonum",NA,3,0,0,"-",0,0,0,NA,0,0,NA,"-",3,0,3,1,0.577350269,5.1939513477975,6.01577909270217,2.79421433267587,2.13675213675214,2.13675213675214,1.75,3.5,3.29,561.94,-1,12500,-1,172.8,-1
"2757",1436,"Animalia","Chordata","Reptilia","Squamata","Diplodactylidae","Correlophus","Correlophus ciliatus",NA,3,1,0.333333333,"-",1,1,0.333333333,1,0,0,0,"-",3,1,3,2,0.577350269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2758",648,"Animalia","Chordata","Reptilia","Squamata","Corytophanidae","Basiliscus","Basiliscus vittatus",NA,9,1,0.111111111,"-",1,1,0.111111111,1,0,0,0,"-",9,1,9,5,0.333333333,7.50493096646943,7.50493096646943,1.9723865877712,-1,22.83,5.2,1.6,-1,0.86,-1,60.87,-1,109.2,-1
"2759",19764,"Animalia","Prosobranchia","Archaeogastropoda","Trochidae","Gibbulinae","Gibbula","Gibbula cineraria","Grey Top Snail",2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,1,0.707106781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2760",19779,"Animalia","Arthropoda","Malacostraca","Decapoda","Astacidae","Astacus","Astacus leptodactylus","Galician Crayfish",5,0,0,"-",0,0,0,NA,0,0,NA,"-",5,0,5,1,0.447213595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2761",1960,"Animalia","Chordata","Amphibia","Anura","Hemiphractidae","Gastrotheca","Gastrotheca cornuta",NA,2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,1,0.707106781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2762",1866,"Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Eurycea","Eurycea bislineata",NA,6,0,0,"-",0,0,0,NA,0,0,NA,"-",6,0,6,3,0.40824829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2763",3278,"Animalia","Chordata","Aves","Phoenicopteriformes","Phoenicopteridae","Phoenicopterus","Phoenicopterus chilensis","Chilean flamingo",82,5,0.06097561,"-",4,3,0.036585366,0.75,1,0.012195122,0.25,"-",82,5,82,18,0.110431526,59.9934253780408,66.017422748192,-1,-1,191.6625,-1,1.5,0.75,85,-1,2277,-1,440.4,-1
"2764",1437,"Animalia","Chordata","Reptilia","Squamata","Scincidae","Corucia","Corucia zebrata",NA,4,0,0,"-",0,0,0,NA,0,0,NA,"-",4,0,4,3,0.5,-1,-1,-1,-1,9.61239518023277,-1,-1,-1,-1,-1,1013.7,-1,291.6,-1
"2765",2077,"Animalia","Chordata","Aves","Cuculiformes","Crotophagidae","Guira","Guira guira",NA,21,0,0,"-",0,0,0,NA,0,0,NA,"-",21,0,21,8,0.21821789,-1,-1,-1,-1,1,8.25,-1,-1,-1,-1,138.5,-1,-1,-1
"2766",4148,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis radix",NA,15,0,0,"-",0,0,0,NA,0,0,NA,"-",15,0,15,1,0.25819889,-1,-1,-1,-1,3.32280327217923,60,-1,-1,-1,-1,512,-1,100.8,-1
"2767",1853,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Euphonia","Euphonia musica",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,14.7,-1,-1,-1
"2768",2517,"Animalia","Arthropoda","Arachnida","Scorpiones","Buthidae","Leiurus","Leiurus quinquestriatus",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2769",4122,"Animalia","Chordata","Reptilia","Testudines","Testudinidae","Testudo","Testudo hermanni","Hermans Tortoise",6,0,0,"-",0,0,0,NA,0,0,NA,"-",6,0,6,2,0.40824829,149.901380670611,149.901380670611,-1,-1,456,4.5,1.666118421,-1,-1,-1,1249,-1,1524,-1
"2770",19551,"Animalia","Mollusca","Gastropoda","Stylommatophora","Achatinidae","Archachatina","Archachatina marginata","West African Giant Land Snail",5,0,0,"-",0,0,0,NA,0,0,NA,"-",5,0,5,1,0.447213595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2771",4352,"Animalia","Chordata","Aves","Charadriiformes","Turnicidae","Turnix","Turnix sylvaticus",NA,2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,1,0.707106781,11.9483234714004,-1,-1,-1,363.468,-1,-1,-1,1.77,-1,46.35,-1,-1,-1
"2772",3064,"Animalia","Chordata","Aves","Craciformes","Cracidae","Oreophasis","Oreophasis derbianus",NA,8,0,0,"-",0,0,0,NA,0,0,NA,"-",8,0,8,1,0.353553391,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,2076,-1,-1,-1
"2773",1124,"Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon collare",NA,2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,1,0.707106781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2774",986,"Animalia","Chordata","Aves","Passeriformes","Phylloscopidae","Phylloscopus","Cardellina pusilla",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,11.9986850756082,11.9986850756082,0.328731097961867,-1,36.5,4.95,-1,-1,-1,-1,7.2,-1,106.8,-1
"2775",1489,"Animalia","Chordata","Aves","Craciformes","Cracidae","Crax","Crax fasciolata",NA,2,1,0.5,"-",1,0,0,0,1,0.5,1,"-",2,1,2,2,0.707106781,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,2540,-1,-1,-1
"2776",4274,"Animalia","Chordata","Aves","Psittaciformes","Psittaculidae","Trichoglossus","Trichoglossus ornatus",NA,13,0,0,"-",0,0,0,NA,0,0,NA,"-",13,0,13,7,0.277350098,-1,-1,-1,-1,7.67409327146155,-1,-1,-1,-1,-1,-1,-1,232.8,-1
"2777",764,"Animalia","Chordata","Reptilia","Squamata","Iguanidae","Brachylophus","Brachylophus vitiensis",NA,4,1,0.25,"-",1,1,0.25,1,0,0,0,"-",4,1,4,2,0.5,-1,-1,-1,-1,1,3.5,-1,-1,-1,-1,345,-1,-1,-1
"2778",3571,"Animalia","Chordata","Aves","Columbiformes","Columbidae","Ptilinopus","Ptilinopus iozonus",NA,3,0,0,"-",0,0,0,NA,0,0,NA,"-",3,0,3,1,0.577350269,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,114,-1,-1,-1
"2779",3528,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Psittacula","Psittacula derbiana",NA,3,0,0,"-",0,0,0,NA,0,0,NA,"-",3,0,3,1,0.577350269,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,251,-1,-1,-1
"2780",3020,"Animalia","Chordata","Mammalia","Rodentia","Octodontidae","Octodon","Octodon degus","Degu",25,4,0.16,"-",31,4,0.16,0.806451613,0,0,0.193548387,"-",52,31,25,12,0.2,5.98290598290598,5.98290598290598,2.9585798816568,1.18343195266272,1.18343195266272,5.31,1.8,-1,14,71.2,235,0.0323,168,177.25
"2781",2120,"Animalia","Chordata","Actinopterygii","Perciformes","Haemulidae","Haemulon","Haemulon chrysargyreum",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2782",3943,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Pantherophis","Spiolets pullatus",NA,4,0,0,"-",0,0,0,NA,0,0,NA,"-",4,0,4,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2783",4028,"Animalia","Chordata","Actinopterygii","Syngnathiformes","Syngnathidae","Syngnathus","Syngnathus fuscus",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2784",835,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo jamaicensis",NA,16,7,0.4375,"-",12,7,0.4375,1,0,0,0,"-",21,12,16,12,0.25,23.9973701512163,23.9973701512163,1.01906640368179,-1,73,2.75,-1,-1,57.6,-1,1362,0.188,368.4,-1
"2785",4405,"Animalia","Chordata","Reptilia","Squamata","Agamidae","Uromastyx","Uromastyx ocellata",NA,7,0,0,"-",0,0,0,NA,0,0,NA,"-",7,0,7,2,0.377964473,-1,-1,-1,-1,2.80855990862768,12,-1,-1,-1,-1,-1,-1,85.2,-1
"2786",854,"Animalia","Chordata","Aves","Psittaciformes","Cacatuidae","Cacatua","Cacatua goffiniana",NA,2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,2,0.707106781,-1,-1,-1,-1,10.2848672710309,-1,-1,-1,-1,-1,275,-1,312,-1
"2787",3398,"Animalia","Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Poecilia","Poecilia reticulata","Guppy",31,0,0,"-",0,0,0,NA,0,0,NA,"-",31,0,31,2,0.179605302,-1,2.43261012491782,-1,-1,74,-1,-1,-1,-1,-1,-1,-1,-1,-1
"2788",2263,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Hippotragus","Hippotragus equinus",NA,9,1,0.111111111,"-",1,0,0,0,1,0.111111111,1,"-",9,1,9,3,0.333333333,23.9973701512163,26.758711374096,9.33596318211703,6.01577909270217,6.01577909270217,0.98,1.18,10.88,15167,-1,225000,-1,310.8,-1
"2789",4113,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Terathopius","Terathopius ecaudatus",NA,2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,1,0.707106781,-1,-1,-1,-1,21.7564499964116,-1,-1,-1,-1,-1,2200,-1,660,-1
"2790",609,"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Axis","Axis kuhlii",NA,4,0,0,"-",0,0,0,NA,0,0,NA,"-",4,0,4,1,0.5,10.0052596975674,-1,7.46219592373438,5.99303090072321,5.99303090072321,1.2,1.3,-1,2483.33,-1,55000,-1,213.6,-1
"2791",434,"Animalia","Chordata","Actinopterygii","Cichliformes","Cichlidae","Apistogramma","Apistogramma trifasciata",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2792",2941,"Animalia","Chordata","Amphibia","Anura","Bufonidae","Nectophrynoides","Nectophrynoides asperginis","Kihansi spray toad",173,2,0.011560694,"-",2,2,0.011560694,1,0,0,0,"-",173,2,173,4,0.076028592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2793",2522,"Animalia","Chordata","Mammalia","Primates","Callitrichidae","Leontopithecus","Leontopithecus midas",NA,6,1,0.166666667,"-",1,0,0,0,1,0.166666667,1,"-",6,1,6,3,0.40824829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2794",288,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas castanea",NA,2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,2,0.707106781,-1,-1,-1,-1,1,9.5,-1,-1,-1,-1,590,-1,-1,-1
"2795",19677,"Animalia","Cyprinodontoidei","Cyprinodontidae","Cyprinodontinae","Cyprinodontini","Cyprinodon","Cyprinodon esconditus","Hidden Pupfish",6,0,0,"-",0,0,0,NA,0,0,NA,"-",6,0,6,1,0.40824829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2796",592,"Animalia","Chordata","Aves","Piciformes","Ramphastidae","Aulacorhynchus","Aulacorhynchus haematopygus",NA,16,2,0.125,"-",2,2,0.125,1,0,0,0,"-",16,2,16,2,0.25,-1,-1,-1,-1,1,3.5,-1,-1,-1,-1,205,-1,-1,-1
"2797",769,"Animalia","Chordata","Reptilia","Squamata","Chamaeleonidae","Bradypodion","Bradypodion fischeri",NA,6,0,0,"-",0,0,0,NA,0,0,NA,"-",6,0,6,3,0.40824829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2798",1897,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Farancia","Farancia abacura",NA,2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,1,0.707106781,-1,-1,-1,-1,7.51586454421493,37.5,-1,-1,-1,-1,3454,-1,228,-1
"2799",2917,"Animalia","Chordata","Reptilia","Squamata","Elapidae","Naja","Naja kaouthia","Monocellate Cobra",2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,1,0.707106781,-1,0.432281393819855,1.06180144641683,-1,13.15,-1,17,-1,-1,-1,-1,-1,304.8,-1
"2800",3157,"Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","Paralabrax","Paralabrax nebulifer",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,-1,-1,-1,-1,12.2627263616138,-1,-1,-1,-1,-1,3289,-1,372,-1
"2801",1633,"Animalia","Chordata","Reptilia","Squamata","Lacertidae","Darevskia","Darevskia rudis",NA,10,0,0,"-",0,0,0,NA,0,0,NA,"-",10,0,10,8,0.316227766,-1,-1,-1,-1,1,4.6,-1,-1,0.38,-1,7.93,-1,-1,-1
"2802",2446,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Lachesis","Lachesis muta",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,47.9947403024326,47.9947403024326,2.53122945430638,-1,146,10,-1,-1,-1,-1,5817,-1,379.2,-1
"2803",571,"Animalia","Chordata","Amphibia","Anura","Bufonidae","Atelopus","Atelopus limosus",NA,2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,1,0.707106781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2804",19765,"Animalia","Chordata","Amphibia","Anura","Dendrobatidae","Dendrobates","Dendrobates azureus","Blue Poison Arrow Frog",19,0,0,"-",0,0,0,NA,0,0,NA,"-",19,0,19,1,0.229415734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2805",3732,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Sarkidiornis","Sarkidiornis melanotos","African comb duck",15,1,0.066666667,"-",1,0,0,0,1,0.066666667,1,"-",15,1,15,4,0.25819889,-1,-1,-1,-1,1,10.2503888,-1,-1,-1,-1,2043,-1,-1,-1
"2806",2603,"Animalia","Chordata","Amphibia","Anura","Hylidae","Litoria","Litoria caerulea",NA,14,0,0,"-",0,0,0,NA,0,0,NA,"-",14,0,14,6,0.267261242,-1,-1,-1,-1,7.9114363623315,1100,-1,-1,-1,-1,-1,-1,240,-1
"2807",413,"Animalia","Chordata","Aves","Galliformes","Phasianidae","Anurophasis","Anurophasis monorthonyx",NA,6,0,0,"-",0,0,0,NA,0,0,NA,"-",6,0,6,1,0.40824829,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,401,-1,-1,-1
"2808",599,"Animalia","Chordata","Actinopteri","Syngnathiformes","Aulostomidae","Aulostomus","Aulostomus maculatus",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2809",3639,"Animalia","Chordata","Amphibia","Anura","Ranidae","Rana","Rana sierrae","Sierra Nevada Yellow-legged frog",76,1,0.013157895,"-",1,0,0,0,1,0.013157895,1,"-",76,1,76,5,0.114707867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2810",19744,"Animalia","Acanthopterygii","Perciformes","Cichliformes","Cichlidae","Paretroplus","Paretroplus menarambo","Pinstripe damba",9,0,0,"-",0,0,0,NA,0,0,NA,"-",9,0,9,1,0.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2811",2758,"Animalia","Chordata","Mammalia","Rodentia","Muridae","Mastomys","Mastomys natalensis",NA,1,1,1,"-",1,1,1,1,0,0,0,"-",1,1,1,1,1,1.97534516765286,1.97534516765286,0.777120315581854,0.673912557527942,0.673912557527942,9.23,-1,28,1.98,12.685,41.675,-1,34.899999996,32.97
"2812",19459,"Animalia","Chordata","Actinopterygii","Cichliformes","Cichlidae","Sarotherodon","Sarotherodon linnellii","Barombi Cichlid",3,0,0,"-",0,0,0,NA,0,0,NA,"-",3,0,3,1,0.577350269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2813",66,"Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","Acipenser oxyrhynchus",NA,2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,1,0.707106781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2814",1468,"Animalia","Chordata","Aves","Passeriformes","Sturnidae","Cosmopsarus","Cosmopsarus regius","Golden-breasted Starling",53,1,0.018867925,"-",1,1,0.018867925,1,0,0,0,"-",53,1,53,12,0.137360564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2815",19327,"Animalia","Chordata","Mammalia","Primates","Cebidae","Saimiri",NA,NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2816",3065,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Oreotragus","Oreotragus oreotragus",NA,7,1,0.142857143,"-",1,1,0.142857143,1,0,0,0,"-",7,1,7,3,0.377964473,11.9986850756082,11.9986850756082,6.4431295200526,4.50361604207758,4.50361604207758,0.98,1.1,12,1130,-1,12000,-1,310.8,-1
"2817",3823,"Animalia","Chordata","Actinopterygii","Perciformes","Scatophagidae","Selenotoca","Selenotoca multifasciata",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2818",19488,"Animalia","Arthropoda","Insecta","Orthoptera","Anostostomatidae","Deinacrida","Deinacrida fallai","Poor Knights Weta",92,0,0,"-",0,0,0,NA,0,0,NA,"-",92,0,92,1,0.104257207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2819",540,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Asarcornis","Asarcornis scutulata","White-winged duck",55,2,0.036363636,"-",2,2,0.036363636,1,0,0,0,"-",55,2,55,7,0.134839972,-1,-1,-1,-1,1,9.662921348,-1,-1,-1,-1,3000,-1,-1,-1
"2820",4121,"Animalia","Chordata","Reptilia","Testudines","Testudinidae","Testudo","Testudo graeca","Spur-thighed Tortoise",8,0,0,"-",0,0,0,NA,0,0,NA,"-",8,0,8,3,0.353553391,149.901380670611,149.901380670611,-1,-1,456,-1,3.200992556,-1,10.8,-1,1430,-1,1524,-1
"2821",19649,"Animalia","Pleurostigmophora","Scolopendromorpha","Scolopendridae","Scolopendrinae","Scolopendra","Scolopendra subspinipes","Giant red-headed centipede",2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,1,0.707106781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2822",2791,"Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","Melanerpes rubricapillus",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,-1,-1,-1,-1,1,3.5,1.5,-1,-1,-1,52.45,-1,-1,-1
"2823",19759,"Animalia","Serpentes","Alethinophidia","Elapidae","Elapinae","Naja","Naja nubiae","Brown Spitting Cobra",6,0,0,"-",0,0,0,NA,0,0,NA,"-",6,0,6,1,0.40824829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2824",19709,"Animalia","Mollusca","Gastropoda","Stylommatophora","Spiraxidae","Euglandina","Euglandina rosea","Rosy Wolf Snail",5,0,0,"-",0,0,0,NA,0,0,NA,"-",5,0,5,1,0.447213595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2825",894,"Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla squamata",NA,1,1,1,"-",1,1,1,1,0,0,0,"-",1,1,1,1,1,11.9483234714004,-1,-1,-1,363.468,12.85,1.5,-1,-1,-1,191,-1,-1,-1
"2826",981,"Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus melanopterus",NA,3,0,0,"-",0,0,0,NA,0,0,NA,"-",3,0,3,1,0.577350269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2827",19537,"Animalia","Arthropoda","Malacostraca","Decapoda","Astacidae","Pacifastacus","Pacifastacus leniusculus","American Signal Crayfish",8,0,0,"-",0,0,0,NA,0,0,NA,"-",8,0,8,1,0.353553391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2828",3977,"Animalia","Chordata","Reptilia","Testudines","Testudinidae","Psammobates","Stigmochelys pardalis",NA,2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,2,0.707106781,-1,66.0379684418146,12.0078895463511,-1,2008.875,8.67,-1,-1,25,-1,20000,-1,360,-1
"2829",3148,"Animalia","Chordata","Mammalia","Primates","Cercopithecidae","Papio","Papio papio",NA,19,4,0.210526316,"-",4,3,0.157894737,0.75,1,0.052631579,0.25,"-",19,4,19,3,0.229415734,54.318540433925,57.922419460881,6.06245890861275,10.5023011176857,10.5023011176857,1.01,1.02,423.4,600.38,3624.895,18000,-1,480,-1
"2830",4343,"Animalia","Chordata","Mammalia","Scandentia","Tupaiidae","Tupaia","Tupaia tana","Large Tree Shrew",14,0,0,"-",5,0,0,0.6,0,0,0.4,"-",19,5,14,4,0.267261242,12.0069033530572,12.0069033530572,-1,1.01906640368179,1.01906640368179,2.2,-1,-1,-1,-1,197.8,-1,139.2,-1
"2831",204,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Amazona","Amazona ventralis",NA,2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,1,0.707106781,-1,-1,-1,-1,1,2.9,-1,-1,-1,-1,235.45,-1,-1,-1
"2832",3117,"Animalia","Chordata","Amphibia","Anura","Hylidae","Pachymedusa","Pachymedusa dacnicolor",NA,8,0,0,"-",0,0,0,NA,0,0,NA,"-",8,0,8,3,0.353553391,-1,-1,-1,-1,3.4414748176142,-1,-1,-1,-1,-1,-1,-1,104.4,-1
"2833",138,"Animalia","Chordata","Aves","Passeriformes","Ptilonorhynchidae","Ailuroedus","Ailuroedus buccoides",NA,3,1,0.333333333,"-",1,1,0.333333333,1,0,0,0,"-",3,1,3,3,0.577350269,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,138,-1,-1,-1
"2834",2878,"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Muntiacus","Muntiacus muntjak",NA,10,1,0.1,"-",1,1,0.1,1,0,0,0,"-",10,1,10,6,0.316227766,8.94148586456279,10.913872452334,6.90335305719921,2.00525969756739,2.00525969756739,1.17,1.35,7.92,1223,-1,21000,-1,225.6,-1
"2835",19535,"Animalia","Chordata","Teleostei","Cyprinodontiformes","Cyprinodontidae","Cyprinodon","Cyprinodon simus","Boxer Pupfish",2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,1,0.707106781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2836",2178,"Animalia","Chordata","Actinopterygii","Characiformes","Characidae","Hemigrammus","Hemigrammus rodwayi",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2837",368,"Animalia","Chordata","Amphibia","Anura","Aromobatidae","Anomaloglossus","Anomaloglossus beebei",NA,42,0,0,"-",0,0,0,NA,0,0,NA,"-",42,0,42,8,0.15430335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2838",2646,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia","Loxia curvirostra",NA,2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,1,0.707106781,11.9986850756082,11.9986850756082,0.427350427350427,-1,36.5,3.4,1.75,-1,-1,-1,39.5,-1,193.2,-1
"2839",2781,"Animalia","Chordata","Aves","Strigiformes","Strigidae","Megascops","Megascops kennicottii",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,11.9986850756082,11.9986850756082,0.986193293885602,-1,36.5,4.25,-1,-1,14.05,-1,205,-1,228,-1
"2840",3745,"Animalia","Chordata","Actinopterygii","Perciformes","Scaridae","Chlorurus","Scarus coeruleus",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2841",772,"Animalia","Chordata","Mammalia","Pilosa","Bradypodidae","Bradypus","Bradypus pygmaeus",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2842",2991,"Animalia","Chordata","Actinopterygii","Cichliformes","Cichlidae","Nimbochromis","Nimbochromis venustus","Lake Malawi Cichlid",3,0,0,"-",0,0,0,NA,0,0,NA,"-",3,0,3,1,0.577350269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2843",3617,"Animalia","Chordata","Reptilia","Squamata","Pythonidae","Python","Python molurus",NA,3,0,0,"-",0,0,0,NA,0,0,NA,"-",3,0,3,2,0.577350269,35.9960552268245,35.9960552268245,3.28731097961867,-1,109.5,40,-1,-1,111.2,-1,12370,-1,410.4,-1
"2844",2038,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Gorsachius","Gorsachius goisagi",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,-1,-1,-1,-1,1,3.5,1.5,-1,-1,-1,527,-1,-1,-1
"2845",1745,"Animalia","Chordata","Reptilia","Squamata","Anguidae","Elgaria","Elgaria kingii",NA,22,1,0.045454545,"-",1,1,0.045454545,1,0,0,0,"-",22,1,22,12,0.213200716,-1,-1,-1,-1,4.86553336283387,10.5,-1,-1,-1,-1,10,-1,147.6,-1
"2846",1958,"Animalia","Chordata","Actinopterygii","Characiformes","Gasteropelecidae","Gasteropelecus","Gasteropelecus sternicla","River Hatchetfish",2,1,0.5,"-",1,0,0,0,1,0.5,1,"-",2,1,2,1,0.707106781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
